original_id,original
1967,"Vermeine, die müllerin hab sy uß der ursach angeklagt, wylen sie ihr schelmery nit verdeckhen unndt das mähl , so sie uß dem kasten ge nommen, nit hatt verkhauffen wöllen."
1968,"Läugnet, das sie jehmahlen die obangezogne Götttschmannin verbürget habe, das sy nit ein häx seye."
1969,"Sie habe nit vermeint, das sy ein solche sye, unndt ihredtwegen nüt böses gespürt."
1970,Sy sye zwahr mehrmahlen zu ihr khommen unndt aber mit ihren khein sonderbare kundtsamme gehabt.
1971,"Unndt so angedütner Caspar Kilchör sie etwan anklagt hette, thüye ihren unrecht unndt solle uff syn schwygerin (die alzytt am gesicht zer kratzt ist) Gemeint ist Tichtli Jeckelmann-Gauch ."
1972,"achten unndt sorg halten, das sy fromb seye."
1973,Bittet gott unndt mine herren umb verzüchung .
1974,"Jaquemard , 21 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
1975,"Hr Progin Techterman , Stutz Schaller , Python Des Granges Ce passage concerne d’autres individus."
1976,"Thurn , eadem die et praesentibus dominis inquisitoribus rerum criminalium, excepto domino Python Solvit ."
1977,Maria Cloßner hatt der häxery halben nichts bekhennen wöllen.
1978,"Do sy aber aber erfragt worden, ob sy zu Bern nit gefangen unndt am pranger gestanden sye, hatt gesagt, sy sye zwar gefänckhlich yngezogen unndt am halßyßen erkhendt worden, sy sye aber nit dar an innen gewesen, sonders allein vereydet worden."
1979,"Darumb, daß sie mit ihrem meister Hannßen Brieborg ein unehlich khindt gehabt."
1980,"Zu letst aber hatt sy bekhendt , sy habe mit genantem ihrem meister, mit Hannßen Hechler von Schwartzenburg unndt vom Anthy Gybach mit jedem ein unehlich khindt gehabt."
1981,Deßwegen sy daselbsten zu Bern am pranger gestanden unndt vereydet worden sye.
1982,Sydtert sye sie nieh im selbigen landt geweßen.
1983,"Erfragt, ob sy nit wisse, das ihrendtwegen ein mordtthatt hinder Thun geschechen sye?"
1984,"Sagt, sy wisse darvon nichts."
1985,"Zwar habe sie zu Fryenhoffen hinder Thun einem w ürthen daselbsten vor 20 oder 25 jahren gedient, alda sich under 4 landtlüthen, so mit wyn sehr beladen warend, ein struß unndt zeppell erhebt unndt an ein ander dermassen gerathen, das einer uff den platz ihrenwegen todt verbliben."
1986,Sy sye aber darumb nit ein ursächerin geweßen noch der sach einicher wyß anlaß ge geben.
1987,"Sagt, wan sy begert hätte, widerumb nacher huß unndt heim zu ziehen, so hettendt ihre fründt (die sie deßwegen mehrmahlen angelangt haben) ihren friden unndt yntritt woll erlangt."
1988,"Habe aber disen alleinseligmachenden glauben, in welchem sie begert, zu leben unndt zu sterben, nit verlassen wöllen."
1989,"Ist den 20 ten julii 1646 Der Schreiber bezieht sich auf das am Vortag gefällte Urteil, falls die Angeklagte kein weiteres Geständnis machen sollte."
1990,SSRQ FR I/2/8 121.17-1 .
1991,sampt ihrem eheman in ewigkheit vereydet worden.
1992,"Ce passage se trouve dans la marge de gauche, au début du procès-verbal de l’interrogatoire, à la p. 296."
1993,"Gefangne Lyrerin Meria , die uff nüwen bericht ihres verhaltens wide rumb yngehalten unnd examiniert worden."
1994,Ist luth vorigen rathschlags Gemeint ist das Urteil vom 20.
1995,Juli 1646 .
1996,mit ihrem man vereidet .
1997,Elsi Tunneys sohn Sein Name ist nicht bekannt.
1998,", der besichtiget worden, unnd man aber uff ihne khein zeichen gefunden, ist ledig ."
1999,Der nächste Abschnitt betrifft den Prozess gegen Margreth Boschung-Dedelley .
2000,SSRQ FR I/2/8 122.1-1 .
2001,"Thurn , 23 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2002,"Hr Progin Possardt , Python Schaller Weibel Anni Räber hatt anfangs alles, waß sie hievor bekhendt , läugnen unndt verschlagen wöllen."
2003,"Zu letst aber, da man sie mit dem zendtner ein mahl allein gefolteret , ver jähen unnd bekhent , sy habe schon vor 9 jahren sich im Khiemy holtz sich dem bößen feindt , Krätzly genandt, er geben unndt alda gott, den almächtigen, verlaugnet ."
2004,"Alß dan habe er sie unnd sie ihne reve renter dahinden gekhußt unndt (mit ihr gnaden gebührenden respect zu melden) mit synen langen ungestalten nägell, die sehr kalt warend, an ihr hindere schaam gezeichnet unndt ihren grauw pulver gegeben, darmit sie dem herren Apothel selig, wylen er sie von Wyttenbach verstossen, das klein gutt unndt zwey roß hatt machen zu verderben ."
2005,"Sie habe das pulver in der weydt daselbsten außgeworffen, damit desselben herren veech darab verderben wurde."
2006,"Item hab sie ihme herren Apothell , do er gehn Wyttenbach gueng, by Ballißwyll von wyttem endtgegen geblaßen, darab er kranckh worden unndt hernach gestorben."
2007,"Mehr habe sie Margrethen , gemelts herren Apothels tochter an geblaßen , der meinung, sie dardurch zu erlämen unndt sterben zu machen."
2008,Darab sie zwar nit gestorben unnd aber ein zytt lang sich übell empfunden.
2009,"Mehr habe sy der Denysa unndt Anna Apothell gesagt, sy werdendt dessen nit genießen , das ihr hr vatter sie verstossen unndt nicht mehr in ihr hütten gedulden wölle."
2010,"Sy sye also sampt ihrem meister Krätzly in gestalt zweyer rappen dahär geflogen unndt dißen beeden töchteren, zuge so uff dem fryen feldt warend, endtgegen geschossen des willens, ihnen die augen ußzustechen; hernach aber darvon geflogen unndt verschwunden."
2011,Ihr meister habe sie mitten in der nacht 5 mahl abgeholt unndt in die seckht by der Saanen undenthalb Wyttenbach geführt.
2012,Alda vihl statt- unndt landtlüthen wol geschmuckht unndt aber gantz verkleidt unndt verbutzt erschinnen.
2013,Der Krätzly sye schön blauw mit stier füß geweßen.
2014,"Der selb habe sie unndt die anderen gekußt, undt gedanttzet unndt mit ihnnen unzucht getriben, sie aber habe es nit gethan."
2015,"Alda sye ein blauwes füwr , darumben sie gesprungen, geessen unndt trunckhen haben geweßen ."
2016,Die spyßen syendt ohne gust wie laub gsyn.
2017,Die anderen haben in ihren fürtücher spyßen getragen.
2018,"Sy habe nieh mandt als die Mußmaria unndt die alte Jeckhelman nin von Ütschenwyll (so zwar in statt kleideren ver butzt war, unndt aber sie an ihren krummen hinkhenden fuß woll erkhendt) daselbsten in der seckt gesehen."
2019,"Die Elsy Tunney von St. Wollffgang sye auch alda mit vertechtem gesicht erschinnen, die sie am gang erkhendt hab."
2020,"Die angedütne Jeckhelmannin sye die königin unndt fürnembste geweßen, unndt habe mit einem tüffell gedantzet."
2021,"Sy syendt ein stundt zwo Ici l’expression « ein stund zwo » signifie « eine bis zwei Stunden », tout comme en français l'expression « une deux heures » signifie « entre une et deux heures »."
2022,"daselbsten lustig unndt frölich gsyn, hernach sye einer dort hinauß, der ander aber hieauß gangen."
2023,"Do ihr meister sy abge holt, hab er neben ihren man ein strauwhalm oder ein sichlen im beth gethan, damit er nit wissen noch ge spürren möchte, das sy abweßend sye."
2024,"Sy habe ihre khind , deren fünff sindt, nieh dem bößen feindt über geben noch in die seckt geführt."
2025,"Wüsse nit, das die Elsy Tunney ihr töchterlyn Gemeint ist Annili Tunney ."
2026,dahin geführt habe.
2027,"Habe aber woll gesehen, das ettliche verbutzte khinder , so sie nit hatt erkennen mögen, aldorten erschinnen."
2028,"Sagt, sy sye mit einer schwartzen huben, so ihren der Krätzly gegeben, verbutzt gsyn."
2029,"Er habe ihren zwar gesagt unndt angemuthet , sy solle mit einem wyßen rüttlyn das wasser im brunnen uffschlagen unndt den hagell machen."
2030,"So sie nieh hatt thun wöllen, wylen sie nit das hertz gehabt, die früchten zu verderben ."
2031,"Wytters hatt sie bekhendt , sie hab dem stattweybell Wulling , der er sie verschinnen tagen ge fangen, die handt getroffen unndt dardurch ihme den schmertzen, so er gespürt unnd erlitten, angethan."
2032,"Hab aber ihne nit erlämen wöllen, umb welche mißhandlung sy gott unndt mine herren umb verzüchung gebetten."
2033,"Unndt vermeldt , der Krätzly sye ihren, da sie sich ihme ergeben in grüenen kleidern erschinnen."
2034,"Anni Räber, die Obertossina genandt , bekhendt , daß sie vor 9 jahren gott verlaugnet unnd sich dem bößen feind ergeben , auch vill lüth unnd viech vergifftet habe."
2035,"Unnd gibt etliche an, die sie in der sect ge sehen."
2036,"Die völlige tortur mit dißer ist yngestelt, biß daß die angebnen in die gefangenschafft verschafft syend, unnd inquiriert ."
2037,Die Elsi Tonney soll uß anlaß dißer bekhandtnus noch ein mahl examiniert werden.
2038,"Keller , 24 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2039,"Hr Progin Possardt , Schaller Python Weibel Ce passage concerne d’autres individus."
2040,"Thurn , eadem die Elßy Tunney alias Schuller erfragt, ob sie nieh in der seckt gsyn unndt waß unndt welliche sie daselbsten gesehen?"
2041,"Sagt, sie hab sich niehmahlen in derglychen versamblungen befunden."
2042,"Es sye gnug an dem, daß sy gott, den allmächtigen, wie vor gemelt, verlaugnet unndt sich dem bößen feindt ergeben habe."
2043,"Ist in ihr voriger verjähung ohne einiche enderung beständig verbliben unndt vermeldt , sy wölle gern sterben unndt alles ußstahn zu abbüssung ihrer sünden ußstahn, was gott unndt myn gnädige herren wirdt gefällig syn."
2044,"Bittet jeder man umb gnad unndt sagt, sie habe unndt wüsse von kheinen gespüllenen ."
2045,"Ist den 28 julii 1646 mit einem säckhly pulvers am halß also lebendig in das füwr , nachdem sie in ihr bekhandtnuß bständig verbliben, geworffen unndt also hingerichtet worden."
2046,"Elsi Tunney will andres nichts bekhennen , alß die verlaugnung gottes unnd huldigung dem bößen feind ."
2047,Soll luth vorigen rathschlags vor gericht gestelt werden.
2048,"Die alte Jek seh el mannin von Ütschenwyll , die von der Obertossina angeben worden, soll im Keller unnd nit by dem aman Die Rede ist vom Stadthausamman, der im Rathaus wohnte."
2049,"Folglich ist gemeint, dass die Angeklagte nicht im Rathaus eingesperrt werden sollte."
2050,"yngehalten unnd examiniert, unnd ihr be khandtnus referiert werden."
2051,"Mußmeria ist auch angeben worden, unnd ist das examen wichtig ."
2052,Soll deßwegen examiniert werden.
2053,Le passage qui suit concerne le procès mené contre Margreth Boschung-Dedelley .
2054,Voir SSRQ FR I/2/8 122.2-1 .
2055,"Jaquemard , 26 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2056,"Hr Progin Stutz , Schaller Python Weibel Solvit ."
2057,"Tichtli Gauch , Nicoud Jeckhellmans seligen verlaßne von Ütschenwyll , perrochian Didingen , der häxery verdacht, zeigt an, sie habe sich den bößen feindt niehmahlen ergäben ."
2058,"Sie habe mit ihme nichts zu thun gehabt, ihrentwegen sye niehmandt einiches übell widerfahren."
2059,"Werde sich auch nit befinden, das sie jehmahlen in der seckt gsyn unndt in den studen , wie man ihren fürgehalten, sich befunden habe."
2060,"D er ie ursach, warumb sie am angesicht verkrätzt, sye, das sie leyder wegen ihres blöden gesichts an d en ie hägen unndt im huß herumb allendt halben anstoße."
2061,"Bittet, man s w olle sie nit für ein häx an schouwen."
2062,"Dan sie daruff sterben wölle, das sie in der glychen mißhandlungen sich niehmahlen vergriffen , noch einicher gestalt versündiget habe."
2063,"Man thuye ihren dißes fahls halben grob unrecht, glych wie die juden gott, dem almächtigen, gethan habend."
2064,"Hatt endtlich nach langer examination der häxery allerdingen wöllen unschuldig syn unndt vermeldt , sie khönne nit bekhennen , was sie niehmahl im sinn gehabt noch verbracht habe."
2065,"Sagt, sie sye mit ihren vorgenanten, schon vor 18 jahren abgestorbnen eheman 40 jahr in der ehe gsyn unndt jederwylen wie ein ehe liche frauw gelebt unndt verhalten."
2066,"Ce passage concerne d’autres individus, dont le procès mené contre Margreth Boschung-Dedelley ."
2067,Voir SSRQ FR I/2/8 122.3-1 .
2068,"Spittall Maria Conte , Wollffliß Rockhs kilchory Didingen ehefrauw, die anzusehen zimlich kranckh unndt schwach ist, sagt, sie sye 20 jährig gsyn, da sie sich verehelichet hab."
2069,"Unndt sye mit ihrem eheman 30 jahr in der ehe geweßen, ohne das sie jehmandt beleidiget habe."
2070,"Sagt, sie sye der häxery unschuldig."
2071,"Werde sich auch sich nieh mit der wahrheit be finden, daß sie ein unholdin sye."
2072,"Gefangne Ellsi Tunney , die vor gericht soll gestelt werden, ist gar wanckelmüttig unnd will sich nit resolvieren ."
2073,Man soll doch fürfahren .
2074,Gefangne Le titre est ici répété.
2075,"Tichtli Gauch , Nicoud Jeckelmans seligen verlaßne, der hexery verdacht, will nichts bekhennen ."
2076,"Man soll mit der Obertossina fürfahren mit dem zendtner , unnd diße mit ihren confrontieren , für dis mahl ohne tortur ."
2077,Voir SSRQ FR I/2/8 122.4-1 .
2078,"Maria Conte, die Mußmeria genandt , will auch nichts bekhennen unnd ist zimblich schwach."
2079,"Der medicus des Spittals soll sie besichtigen, unnd hatt das gericht also dan nach be finden gwalt, sie mit dem pedal Unklare Foltermethode."
2080,oder seil zur bekhandtnus zu bringen.
2081,"Soll sonst confrontiert werden mit deren, die sie angeben."
2082,"Thurn , 27 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2083,"Hr Gady , burgermeister Progin , hr Techterman Possardt , Schaller Python Weibel Anni Räber ist by voriger bekhandtnuß beständig verbliben unnd noch darüber bekhendt , sie habe die frauw Ap itti otte llin , herrn venner Apothels seligen verlaßne, da sie uß der kirchen von Didingen kham, angeblaßen , der meinung, sie sterben zu machen."
2084,"Wylen aber sie sich bezeichnet , habe sie über sie nit gwalt gehabt."
2085,"Der Ursulen Apothell selig habe sie ein stuchk kuchens geben wöllen, daruff sie wyß pulver , so ihren der Krä uw ttz ly gegeben, gethan hatt."
2086,Sy aber habe es nit abnemmen wöllen.
2087,"Sy sye der meinung gsyn, sie darmit kranckh zu machen."
2088,"In gemelts herren Apothels seligen bachoffen habe sie von selben pulver geworffen, das sie ein zyttlang nichts haben darinnen bachen mögen."
2089,"Mehr habe sie den herrn Apothel s , syn hußfrauw, desselben khinder unndt hußgenossen , do sie miteiner wahrend, mit grauwen pulver , so sie im maul hatte, angeblaßen ."
2090,"Des willens, sie darmit zu bekränckhen, darab sie auch kranckh unndt übelmögend worden."
2091,"Ein anders mahl habe sie angedütne Ursell Apothel mit selbigem pulver angeblaßen , das sie darab kranckh werden unndt sterben solle, so auch glych hernach geschechen."
2092,"Erfragt, welliche die syend, die sie in der seckht gesehen, sagt, sie habe vihl statt- unndt landtlüthen in underschyden lichen krätzli kleideren dahär zh ziehend gesehen, aber niehmand erkhendt als die Tichtli Jeckhelmanin unndt die Muß Maria ."
2093,"Die Jeckhelmanin sye die dritte nach der fürnembsten geweßen, die erste unndt fürnembste sye ein stattfrauw mit einem brunen, die andere auch ein stattfräuwlyn mit einem blauwen rockh ge weßen."
2094,"Die Jekhelmannin habe daselbsten in der seckht mit dem Krätzly gedantzet, sie habe ein wyße hu ß be n angehabt unndt spyßen in ihr fürtuch getragen."
2095,"Sie aber sye die minste unndt geringste gsyn, wylen sy die heil lige Maria nit verlaugnet ."
2096,"Die Muß Maria sye auch alda 5 underschydenliche mahlen, glych wie die Jekhelmannin , by in der auw by Ottißberg erschinnen unndt alda mit einer schwartzen cappen erschinnen, undt mit dem Krätzly kumpet unndt gedantzet."
2097,"Die Muß Maria habe zerlumpete, böß kleider angehabt."
2098,"Die Jekhelmannin unndt die Muß Maria syendt mithin im dantz zu boden gefallen, wüsse aber nit eigendtlich, waß sie mit dem tantzer gethan habend."
2099,"Sagt, sie wölle es ihnnen bständig vorsagen unndt darby, wylen es wahr ist, ohne verenderung verblyben."
2100,Ibidem Solvit .
2101,"Tichtli Gauch alias die Jekhellmannin ist by ihren vorigen verneinen ohne einiche bekhandtnuß verbliben unndt angezeigt, es werde sich nit befinden, das sie ein häx seye."
2102,"Wölle auch daruff gahn sterben, das sie niehmahlen in der seckt erschinnen unndt nichts dahin getragen habe."
2103,"Die jenigen, so sie darfür haltend, unndt deßwegen angeklagt habend, thüyend ihren unrecht wie fuhle , faltsche ehrendieben."
2104,"Die Anni Räber alias Obertooßina , wan sie sie angeben, so rede sie wie ein fuhle , niehtwärtige frauw."
2105,"Bittend, man solle einer solchen verlognen ehrendiebin khein glauben geben."
2106,"Sie könne nit bekhennen , waß sie nieh im sinn gehabt noch begangen und verbracht hatt."
2107,"Alß die Obertooßina ihren vorgestelt unndt mit ein ander confrontiert worden, hatt sie mit hievorgemelten circumstantzen ihren vorgesagt, sy sye mit ihren in der auw by Ottißberg alda fünff mahl in der seckht gsyn."
2108,Alda sy von den fürnembsten gweßen unndt mit dem Krätzly gedantzet habe.
2109,"Sie habe zum worttzeichen ein schwartz käplyn, ein wyße huben unndt ein schwartzes fürtuch , darin sie etwas getragen, angehabt."
2110,"Könne unndt möge sie nit endtschlagen , wylen sie sie gwüßlich alda, wie vor gemelt, gesehen."
2111,"Wölle auch daruff gahn sterben, daß sie ein unholdin sye."
2112,"Hieruff angedütne Jeckhellmannin ihren gesagt, sie habe es, mit ihren zu melden, erhüyet unndt erlogen."
2113,"Gott, den allmächtigen, bittend unndt an ruffend, er wölle ihren gnädig bystahn unndt durch et was ein zeichen ihr unschuldt lassen am tag khommen."
2114,"Dan sie woll wüsse, das sie nit ein solliche seye."
2115,"Hingegen hatt ihren die Obertoosina ohne einiche enderung bständig vorgehalten unndt gesagt, wan sie es läugnen wölle, so rede sie faltsch."
2116,"Dan sie sye so woll ein häx wie sie, daruff sie ein ander mit vihl wortten mehr dan 30 mahl haben heissen erliegen ."
2117,"Demnach wardt die Obertoosina absönderlich angefragt, ob sie etwan angedütne Tichtli nit uß zorn oder raachgyrigkheit angeben unndt anklagt habe."
2118,"Hierüber sie geandtworttet nein, sy thüye ihren nit unrecht."
2119,Habe auch khein unwillen wider oder zorn wider sie noch die ihrigen gehabt.
2120,Darby sie beständig verbliben.
2121,Ce passage concerne le procès mené contre Margreth Boschung-Dedelley .
2122,Voir SSRQ FR I/2/8 122.5-1 .
2123,"Maria Conte alias Muß Maria , die kranckh ist, hatt nüt bekhennen wöllen."
2124,"Anzeigend, es habe niehmandt ihren häx gesagt als die zu Wyttenbach ."
2125,"Werde sich nit befinden, das sie ein solche sye."
2126,"Sie sye zwar uff des Nicoudt Wäbers von Räsch lähren wagen mehrmahlen gesessen, ihme aber noch synen pferdten nüt leydts gethan."
2127,"Wan die Obertoosinna sage, das sie sie in der seckht gesehen, sye woll zu friden, es zu bekhennen ."
2128,"S Vermeine aber nit, das sy es reden werde, dan sie sye woll vergwüsset, das sie khein häx, auch niehmahlen daselbsten erschinnen sye."
2129,"Darüber, als sie mit ein ander confrontiert warend unndt die Obertoosinna ihren vorgesagt, sy sye ein häx so woll als sie, habe sie auch fünff underschydenliche mahlen in der seckt undenthalb Ottißberg gesehen, alda sie die von den geringsten häxen gsyn unndt mit dem Krätzly gedantzet habe; sie sye nit verbutzt noch verkleidt gsyn, habe sie gar woll erkhendt."
2130,"Unndt da sie wegen ihrrer hünneren unndt eyeren mit einander stryttig gsyn, habe ihren die Muß Maria gesagt, das ihre hüner werdendt nit mehr leggen werdend."
2131,"Hieruff die Muß Maria gesagt unndt ihren vermeldt , sie habe es, reverenter , erhyet unndt erlogen wie ein fuhle häx."
2132,"Sy thüye ihren grob unrecht, dan sie sye khein häx."
2133,"Werde sich auch nieh befinden, das sie in der seckht noch in derglychen versamblungen niehmahlen erschinnen."
2134,"Sie solle doch in sich selbsten gahn und woll lugen unnd denckhen, das sie sich mit diser faltschen anklag nit verdamme."
2135,"Belangend die hüner unndt eyer sagt, es sye war, das sy wegen ihrer verlohrnen eyeren mit ein ander gebalget ."
2136,"Habe aber nit unrecht gehabt, dan sie, die Obertoosinna , hab ihren ein hännen mit dem, so sie ihren fürgeworffen, machen zu verderben ."
2137,Thüye ihren in allem un ge walt unndt unrecht.
2138,"Daruff die Ober toosina ihren vermeldt , sy thüye ihren nit unrecht, dan sie sye so woll ein häx als sie."
2139,Welches sie mehrmahlen eräfferet unndt darbly darby bständig verbliben.
2140,"Gefangne Anni Räber, die Obertossina , bekhendt noch mehr mißhandlungen unnd maleficia unnd blybt in der angebung beständig."
2141,Man soll mit ihren mit dem keyßerlichen rechten fürfahren .
2142,Tichtli Gauch will gar unschuldig syn.
2143,"Ist yngestelt, biß die Obertossina das keyßerlich recht völliglich ußgestanden."
2144,Voir SSRQ FR I/2/8 122.6-1 .
2145,Mußmeria will auch nichts bekhennen .
2146,"Man soll mit dem instrument des schinbeins , wan sie es erlyden mag, wider sie fürfahren ."
2147,Dieser Abschnitt betrifft eine andere Angelegenheit.
2148,"Bluttgericht Elsi Schuler von S. Wolffgang , hinder Taffers gebürtig, ein unholdin ist zu dem füwr verurtheilt worden, mit con fiscation ihrer gütteren."
2149,Jedoch ward der schleiffen erlassen unnd uß gnaden ein säckli pulfers .
2150,"Gefangne Elsi Tonney , mit dem lehren seil uffzogen , hatt nütt bekhennen wöllen, sonders wil der hetzery unschuldig syn."
2151,Soll mit dem halben zendner uffgezogen werden.
2152,Gefangne Ce passage concerne le procès mené contre Margreth Boschung-Dedelley .
2153,Voir SSRQ FR I/2/8 122.8-1 .
2154,"Mußmeria , nachdem sich ihr schwacheit befindt nach rath doctoris , habend die herren des gerichts allen gwalt, auch ihren den bychtvatter werden zulaßen, wo sie gefahrlich kranck läge."
2155,"Thurn , 30 ten julii 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2156,"Hr Progin , hr Gady Techterman , Schaller Python , Possardt Des Granges , Castella Anni Räber hatt anfangs alleß, waß sie hievor bekhendt , gelaügnet unndt vermeldt , sie habe ihr selbsten unnd den jenigen, so sie hievor angeben, unrecht gethan."
2157,"Die marther hab sie zu dißer bekhandtnuß gebracht, massen sie sich vergessen unndt ihrer seell hierduch ein fleckhen angethan."
2158,Sie wölle nit alß ein unholdin sterben.
2159,"Alß man sie aber angebunden, hatt angezeigt unndt verjächen , es sie alles war, waß sie hievor gesagt unndt bekhendt habe."
2160,Wölle auch darby bständig verblyben.
2161,"Der Krätzly (welcher in ge stalt eines schwartzen manß mit hörner zu ihren in die ge fangenschafft khommen unndt uff ihren näst oder beth ein ¼ stundt gesessen), hab ihren befohlen, alles zu läugnen , dan man sie nicht ferner pynigen noch folteren werde."
2162,"Erfragt, ob sie nit das krütz gemacht hab?"
2163,"Sagt nein, sy hab nit daran gedacht unndt habe nit die händt gewaschen."
2164,"Belangendt die alte Jekhellmannin von Jetschenwyll , sagt, sie habe dieselbe uß zorn unndt raachgyrigkheit angeben, wyl sie ihren mehrmahlen gesagt, sy sye ein häx ."
2165,"Wüsse von derselben nüt, habe dieselbe niehmahlen in der seckht gesehen."
2166,Massen sie sie allerdingen endtschlage n .
2167,"Waß aber die Muß Maria antrifft , ist by derselben angebung bständig verbliben unndt vermeldt , sie hab ihren ein hännen machen zu verderben ."
2168,Wellichs alleß sie am zendtner erhalten unndt umb gnad gebetten.
2169,Voir SSRQ FR I/2/8 122.9-1
2170,"Gefangne Anni Räber, die Obertossina , hatt alles widerumb ge laugnet, nachwerths aber alles widerumb bekhendt , vor behalten mit der Jeckelmannin , die sie entschlagen ."
2171,Soll uff sambstag vor gericht gestelt werden.
2172,"Unnd ist die Jeckelmannin yngestelt, biß die Obertossina gerichtet sye, welche deßwegen uff der richtstatt noch soll erfragt werden."
2173,Le passage qui suit concerne les procès menés contre Margreth Boschung-Dedelley et Margret Schueller-Python .
2174,Voir SSRQ FR I/2/8 122.10-1 et SSRQ FR I/2/8 123.2-1 .
2175,Pateire Zum Prozess gegen Margreth Boschung-Dedelley vgl.
2176,SSRQ FR I/2/8 122.11-1 .
2177,"soll inbehalten werden, biß die Obertossina ge richtet."
2178,Jeckhelmanina ihres alters und schwacheit wegen soll oben am Jaquemard gethan und niemand zu ihren gelaßen werden.
2179,"Bluttgericht Anni Räber, die Obertossina genandt , ein unholdin , welche bekhendt hatt, gott verlaugnet unnd vill lüth unnd viech vergifft unnd maleficiert zu haben."
2180,Ist zu dem füwr verur theilt worden mit confiscation ihrer gütteren.
2181,"Thurn , 8 ten augusti 1646 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2182,"Hr Progin , hr Gady Stutz , Schaller Python Weibel Ce passage concerne le procès mené contre Margret Schueller-Python ."
2183,Voir SSRQ FR I/2/8 123.8-1 .
2184,"Spittall Annili Tunney , der hingerichten Barbli Elsy Schuller tochter, so am ruckhen vom bößen feind gezeichnet , sagt, do sie in ihr mutter huß gang war, habe sie einen schwartzen man mit großen näg le len unndt küeh füß gesehen, der auch grüene hoßen angehabt."
2185,"Ihr mutter hab ihren offt gesagt, das der erdboden sie verschluckhen solle."
2186,"Es hab sie mithin im schlaff gedunckht, als wan ein schwartzer man zu ihr ins beth khommen wär."
2187,"Wyll sie im Spittall ist, hatt nichts gesehen, als allein, das sie im traumen vermeint, ihr mutter lige by ihren im beth ."
2188,"Thurn , eadem die, presentibus dominis ut supra et domino Castella Marie Conte , Wollffly ß Rockhs von Didingen ehefrauw, die anzusehen zimlich blöd unnd ußmärglet ist, hatt die schinbein strauben , darab sie ein grossen schmertzen empfunden, ohne bekhandtnuß ußgestanden."
2189,"Anzeigend, das die Obertoßinna ihren gwalt unndt unrecht thu th tt ."
2190,"Habe ihren khein hännen machen zu verderben noch jeh mandt geschädiget, sonders alwo sie gewohnet unndt gedient, sich jederwylen woll unndt ehrlich verhalten."
2191,Die Obertoßinna habe ihrenselbs ein fleckhen angethan unndt sie faltschlich angeklagt.
2192,"Könne nit bekhennen , waß sie nieh im sinn gehabt noch begangen habe."
2193,Gefangne Ce passage concerne le procès mené contre Margret Schueller-Python .
2194,Voir SSRQ FR I/2/8 123.9-1 .
2195,"Annili Tonney , der hingerichteten Tonney tochter, die sich befindt, gezeichnet zu syn."
2196,"Bekhent es auch und ist by zehen jährig ; glychwol sie ist nit by ihrem verstandt, hatt auch gott nit verlaugnet ."
2197,"Soll im Spittal uffgehalten, sorg uff sie gethan und gehalten, auch das zeichen abgeschafft werden, die geistliche sie auch wol instruieren."
2198,"Mußmarie , die mit am schynbein torturiert worden, wylen sie schwach und gantz ußgemerglet ist, hatt aber nütt be khennen wöllen."
2199,"Deßwegen soll mit ihren ingehalten werden, biß sy es erlyden mag nach discretion mine herren des gerichts."
2200,"H Niclauß Reynold wegen synes über Elsi Tunneys erdtrich zu S. Wolffgang habenden lehensrechtens , bittet, daß man die ihm uffgelegte sum gelts umb etwas ringeren unnd daran etwas nach lassen wölle."
2201,"Er soll der vorigen urtheillen stattthun, welche hiemit gäntzlich bestättiget sind."
2202,"Unnd werdend die ansprächer durch einen anschlag gemant, ihre ansprachen anzumelden."
2203,Unnd werdend die herren der geltstagen ihr gutt von ihres mans gütter underscheiden.
2204,Voir SSRQ FR I/2/8 123.11-1 .
2205,"Jeckelmannin die alte, derentwegen vill seltzame reden uß gehend, ist yngestelt."
2206,"Unnd sollend gwisse zügen verhört werden dessen, so Caspar Kilcherr Es handelt sich um den Schwager von Tichtli Jeckelmann-Gauch ."
2207,soll geredt haben.
2208,"So myn herren hoch antrifft , domit man wüsse, mit ihme zu procedieren."
2209,"Caspar Kilcherr , welcher syner gefangnen schwygerin Gemeint ist Tichtli Jeckelmann-Gauch ."
2210,"wegen dahin düttet, als wan zu ihr ledigung es gelt syn müße."
2211,Soll ingethan unnd durch mine herren des gerichts und zwen herren venner examini ert werden.
2212,"Thurn , 6 ten julii 1646 Hr Progin , Techterman Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
2213,"Possardt , Python Hr Ludwig Jacob Daget Elsy Schuller sagt, sy sye im Crummi hinder Obermontenach erzogen worden, unndt do ihren Baschy Winter milch gegeben, habe sie einer armen Burgunderin ettliche löffell voll mittheilt , ohne das sie etwas böses gedacht habe, den khüen die milch zu endtzüechen ."
2214,"Man habe sy unschuldig gefangen, sy wölle daruff gahn sterben, das sie sich jehmahlen in hexeryen vergriffen habe , noch jehmandt beleidiget habe."
